key,wine_raw,vintage,format_ml,price,source,source_type,note
pierre peters grand cru blanc de blancs reserve oubliee|NV|750,Pierre Peters Grand Cru Blanc de Blancs Réserve Oubliée,NV,750,145,"Wine-Searcher average retail (current release, non-vintage)",ws_allvintage,"Snippet: 'The average price (ex-tax) is $145 / 750ml for the current release.' NV Champagne, so no single vintage applies."
pierre peters rose for albane|NV|750,Pierre Peters Rose for Albane,NV,750,120,Wine-Searcher average retail (non-vintage),ws_allvintage,Snippet: 'the average price (ex-tax) is $120 / 750ml in the USA.'
pierre trichet brut 1er cru l exception|2015|750,Pierre Trichet Brut 1er Cru L'Exception,2015,750,71,"Wine-Searcher average retail, all-millesime average (2015-specific price not shown)",ws_allvintage,"Snippet: 'Wine-Searcher has listings for Pierre Trichet L'Exception wines... average price of $71/750ml, though specific 2015 pricing information from Wine-Searcher wasn't directly displayed.' A single French retailer also showed ~€49/75cl, but used the WS millesime average as primary."
pierre trichet brut premier cru le caractere blanc de noirs|NV|750,Pierre Trichet Brut Premier Cru Le Caractere Blanc de Noirs,NV,750,29,Wine-Searcher average retail (non-vintage),ws_allvintage,"Snippet: 'According to pricing data from Wine-Searcher, the average price is $29 per 750ml bottle, though other sources show it ranging from $34 to $51 depending on location.'"
piper heidsieck cuvee brut|NV|750,Piper-Heidsieck Cuvee Brut,NV,750,53,"Wine-Searcher average retail (non-vintage), USA",ws_allvintage,Snippet: 'The average price for Piper-Heidsieck Cuvée Brut is $53 per 750ml in the USA.'
podere le boncie giovanna morganti toscana chiesamonti|2020|750,Podere le Boncie (Giovanna Morganti) Toscana Chiesamonti,2020,750,88,"Wine-Searcher average retail, vintage-specific",ws_vintage,"Snippet: 'According to Wine-Searcher, the wine is priced at $88' in context of the 2020 vintage."
principe corsini chianti classico cortevecchia riserva|2018|750,Principe Corsini Chianti Classico Cortevecchia Riserva,2018,750,31,"Wine-Searcher average retail, vintage-specific",ws_vintage,"Snippet: 'According to Wine-Searcher data, the 2018 vintage received a critics score of 91/100 with an average price of $31 (ex-tax).'"
produttori del barbaresco barbaresco montestefano riserva|2013|750,Produttori del Barbaresco Barbaresco Montestefano Riserva,2013,750,115,"Wine-Searcher average retail, vintage-specific",ws_vintage,"Snippet: 'According to Wine-Searcher data, the 2013 vintage received a critic score of 94/100 with an average price of $115 (ex-tax).'"
produttori del barbaresco barbaresco muncagota riserva|2013|750,Produttori del Barbaresco Barbaresco Muncagota Riserva,2013,750,110,Estimate based on comparable Produttori del Barbaresco single-vineyard Riserva pricing (no explicit WS price in snippet),estimate,"Search returned tasting notes and vineyard details but no price digits. Estimated close to the sibling Montestefano Riserva 2013 ($115/750ml, ws_vintage), as both are single-MGA Riservas from the same cooperative and vintage, typically priced within a few dollars of each other."
raul perez la vizcaina el rapolao lomas de valtuille|2016|750,Raul Pérez La Vizcaina El Rapolao Lomas De Valtuille,2016,750,44,"Wine-Searcher average retail, adjacent vintage (2018) used as proxy",ws_adjacent,No price surfaced for the 2016 vintage specifically; used the 2018 vintage Wine-Searcher average of $44/750ml (see sibling record) as the closest available data point since this producer/wine's pricing has been stable across recent vintages.
raul perez la vizcaina el rapolao lomas de valtuille|2018|750,Raul Pérez La Vizcaina El Rapolao Lomas De Valtuille,2018,750,44,"Wine-Searcher average retail, vintage-specific",ws_vintage,Snippet: 'The average price is $44 per 750ml. Wine-Searcher lists the 2018 vintage with a critics score of 92/100.'
raul perez la vizcaina el rapolao lomas de valtuille|2019|750,Raul Pérez La Vizcaina El Rapolao Lomas De Valtuille,2019,750,44,"Wine-Searcher average retail, adjacent vintage (2018) used as proxy",ws_adjacent,"No price figure appeared for 2019 (only critic scores: 94 pts Vinous, 95 pts Wine Advocate). Used the 2018 vintage Wine-Searcher average of $44/750ml (see sibling record) as proxy given consistent pricing for this wine."
raul perez la vizcaina la del vivo lomas de valtuille|2016|750,Raul Pérez La Vizcaina La Del Vivo Lomas de Valtuille,2016,750,43,"Wine-Searcher average retail, vintage-specific",ws_vintage,"Snippet: 'According to Wine Searcher data, the 2016 vintage has a critics score of 90/100 and an average price of $43.' Note: this is a white wine (Godello), not a red, despite the 'La Vizcaina' red-focused range name."
raul perez la vizcaina la del vivo lomas de valtuille|2017|750,Raul Pérez La Vizcaina La Del Vivo Lomas de Valtuille,2017,750,45,"Wine-Searcher average retail, vintage-specific",ws_vintage,Snippet discussed the 2017 vintage (Mundus Vini Gold) then stated 'The average price is $45 per 750ml bottle.'
raul perez la vizcaina la del vivo lomas de valtuille|2020|750,Raul Pérez La Vizcaina La Del Vivo Lomas de Valtuille,2020,750,,Insufficient data,insufficient,"Wine-Searcher page found for this wine but search snippet contained only a tasting note (Godello, citrusy/herbal), no price figure. No auction or single-retailer price surfaced either."
raul perez la vizcaina la poulosa lomas de valtuille|2015|750,Raul Pérez La Vizcaina La Poulosa Lomas De Valtuille,2015,750,30,"Wine-Searcher average retail, adjacent vintage (2016) used as proxy for 2015",ws_adjacent,"Search snippet for 2015 gave only a 90/100 score, no price. Substituted the 2016 vintage average price ($30) for this same wine, found via the same Wine-Searcher family of results, as the closest available data point."
raul perez la vizcaina la poulosa lomas de valtuille|2016|750,Raul Pérez La Vizcaina La Poulosa Lomas De Valtuille,2016,750,30,"Wine-Searcher average retail, vintage-specific",ws_vintage,
raul perez la vizcaina la poulosa lomas de valtuille|2018|750,Raul Pérez La Vizcaina La Poulosa Lomas De Valtuille,2018,750,32,"Wine-Searcher average retail, vintage-specific",ws_vintage,
raul perez la vizcaina la vitoriana lomas de valtuille|2016|750,Raul Pérez La Vizcaina La Vitoriana Lomas De Valtuille,2016,750,43,"Wine-Searcher average retail, all-vintage average",ws_allvintage,"The Wine-Searcher link returned was the general (non-vintage-specific) product page; snippet gave an all-vintage average price of $43, no 2016-only figure available."
raul perez la vizcaina la vitoriana lomas de valtuille|2018|750,Raul Pérez La Vizcaina La Vitoriana Lomas De Valtuille,2018,750,43,"Wine-Searcher average retail, adjacent/all-vintage price used as proxy",ws_adjacent,"A vintage-specific Wine-Searcher page for 2018 was found but snippet only surfaced rating info (97pt WA), no price. Used the $43 all-vintage average figure found for the 2016 bottling of the same wine as a proxy."
raul perez la vizcaina las gundinas lomas de valtuille|2016|750,Raul Pérez La Vizcaina Las Gundiñas Lomas De Valtuille,2016,750,38,"Wine-Searcher average retail, vintage-specific",ws_vintage,
raul perez la vizcaina las gundinas lomas de valtuille|2018|750,Raul Pérez La Vizcaina Las Gundiñas Lomas De Valtuille,2018,750,43,"Wine-Searcher average retail, vintage-specific",ws_vintage,
raul perez la vizcaina las gundinas lomas de valtuille|2019|750,Raul Pérez La Vizcaina Las Gundiñas Lomas De Valtuille,2019,750,43,"Wine-Searcher average retail, vintage-specific",ws_vintage,One retailer listed at $44.95; used the $43 Wine-Searcher average.
raul perez ultreia de paluezas|2014|750,Raul Pérez Ultreia de Paluezas,2014,750,,Insufficient data,insufficient,Only tasting notes and rarity info (300 bottles) surfaced; no price figure found in snippets.
raul perez ultreia de paluezas|2016|750,Raul Pérez Ultreia de Paluezas,2016,750,,Insufficient data,insufficient,"Only tasting/production notes surfaced (limestone terroir, 80-year-old vines); no price figure found."
raul perez ultreia godello|2016|750,Raul Pérez Ultreia Godello,2016,750,,Insufficient data,insufficient,Snippet gave a 91/100 critics score and tasting note but no price figure for the 2016 vintage.
raul perez ultreia godello|2019|750,Raul Pérez Ultreia Godello,2019,750,31,"Wine-Searcher average retail, vintage-specific",ws_vintage,
raul perez ultreia la claudina|2015|750,Raul Pérez Ultreia La Claudina,2015,750,36,"Wine-Searcher average retail, vintage-specific",ws_vintage,
raul perez ultreia la claudina|2016|750,Raul Pérez Ultreia La Claudina,2016,750,70,"Wine-Searcher average retail, vintage-specific",ws_vintage,"Low-yield vintage (~1,400 bottles), which likely explains the higher price versus the 2015 vintage."
raul perez ultreia mencia rapolao|2014|750,Raul Pérez Ultreia Mencia Rapolao,2014,750,,Insufficient data,insufficient,Only a 93pt Wine Advocate score and production notes (600 bottles) surfaced; no price figure found.
raul perez ultreia saint jacques|2016|750,Raul Pérez Ultreia Saint Jacques,2016,750,28,"Wine-Searcher average retail, vintage-specific",ws_vintage,
raul perez ultreia saint jacques|2018|750,Raul Pérez Ultreia Saint Jacques,2018,750,24,"Wine-Searcher average retail, vintage-specific",ws_vintage,A single retailer listing at $19.98 also appeared; used the $24 Wine-Searcher average instead.
raul perez ultreia saint jacques|2020|750,Raul Pérez Ultreia Saint Jacques,2020,750,23,"Wine-Searcher average retail, vintage-specific",ws_vintage,
raventos i blanc blanc de blancs|2020|750,Raventós i Blanc Blanc de Blancs,2020,750,,Insufficient data,insufficient,"Wine-Searcher page found (173 listings) but snippet gave no price figure, only critic scores (92 WA, 91 WS) and vintage backstory."
rene leclerc bourgogne rouge|2015|750,Rene Leclerc Bourgogne Rouge,2015,750,28,Estimate — no price digit surfaced in search results,estimate,"Search returned only a 2014-vintage Wine-Searcher page and general retailer listings with no price figure. Estimated from typical village-level Bourgogne Rouge pricing for this producer (a respected Gevrey-Chambertin house), roughly $25-30/750ml."
rene rostaing condrieu la bonnette|2020|750,Rene Rostaing Condrieu La Bonnette,2020,750,96,"Wine-Searcher average retail, vintage-specific (2020)",ws_vintage,"Price given in context of 2020 vintage-specific tasting notes: ""average price is $96 per 750ml""."
rene rostaing condrieu la bonnette|2022|750,Rene Rostaing Condrieu La Bonnette,2022,750,67,"Wine-Searcher average retail, vintage-specific (2022)",ws_vintage,"Snippet explicitly states ""the 2022 vintage is priced around $67"" per Wine-Searcher."
rene rostaing cote rotie ampodium|2021|750,Rene Rostaing Cote-Rotie Ampodium,2021,750,94,"Wine-Searcher average retail, vintage-specific (2021)",ws_vintage,"Wine-Searcher URL in results was vintage-tagged ""/2021""; average price (ex-tax) $94/750ml."
rene rostaing les lezardes viognier|2020|750,Rene Rostaing Les Lezardes Viognier,2020,750,22,"Wine-Searcher average retail, all-vintage average",ws_allvintage,"Wine-Searcher average quoted as €20/750ml (no vintage tie in the price line); converted to USD at ~1.08, giving ~$22."
roger sabon chateauneuf du pape le secret des sabon|2016|750,Roger Sabon Chateauneuf du Pape Le Secret des Sabon,2016,750,179,"Wine-Searcher average retail, all-vintage average",ws_allvintage,"Wine-Searcher average price (ex-tax) €166/750ml, not tied specifically to the 2016 vintage in the snippet; converted to USD at ~1.08, giving ~$179. Tasting notes cited separately were 2016-specific."
roland lavantureux bourgogne tonnerre|2022|750,Roland Lavantureux Bourgogne Tonnerre,2022,750,47,"Wine-Searcher average retail, vintage-specific (2022)",ws_vintage,"Wine-Searcher listing titled ""2022 Domaine Lavantureux Bourgogne Tonnerre""; average price (ex-tax) $47/750ml."
roland lavantureux chablis vaux carres|2023|750,Roland Lavantureux Chablis Vaux Carres,2023,750,42,Estimate — no price digit surfaced in search results,estimate,"Search results (CellarTracker, Kermit Lynch, Wine.com, etc.) gave no explicit price. Estimated from producer's own Bourgogne Tonnerre ($47 WS avg) and the fact this Chablis-appellation single-vineyard bottling is described as ""priced like a regional bottling""; estimated ~$42."
ruffino chianti classico riserva ducale gold label|2020|750,Ruffino Chianti Classico Riserva Ducale (Gold Label),2020,750,40,Estimate — no price digit surfaced in search results,estimate,"No price found in snippet (only tasting notes/Decanter review). Gold Label is the Gran Selezione tier, priced above the Tan Label ($20 WS avg found for that bottling); estimated ~$40 based on typical US retail for Ruffino's Gran Selezione tier."
ruffino chianti classico riserva ducale tan label|2021|750,Ruffino Chianti Classico Riserva Ducale (Tan Label),2021,750,20,"Wine-Searcher average retail, all-vintage average",ws_allvintage,"Snippet states ""Average price (ex-tax) is $20/750ml"" without explicit vintage tie; multiple 2021-specific retailer listings (Total Wine $23.99, Wine Library) support this as roughly correct for the current vintage."
ruinart brut rose|NV|750,Ruinart Brut Rosé,NV,750,112,"Wine-Searcher average retail, US average",ws_vintage,Wine-Searcher USA average price (ex-tax) $112/750ml for the NV Brut Rosé (distinct from the pricier Vintage Brut Rosé at $277).
san rustico ripasso della valpolicella classico superiore vigneti del gaso|1998|750,San Rustico Ripasso della Valpolicella Classico Superiore Vigneti del Gaso,1998,750,46,"Wine-Searcher average retail, all-vintage average (1998 not separately listed)",ws_allvintage,"Snippet explicitly notes the 1998 vintage does not appear in Wine-Searcher's current listings (which show 2016, 2018, 2020, etc.); used the current all-vintage average of $46/750ml as a rough proxy, though this may not reflect true value/condition of a 27-year-old bottle."
sierra cantabria crianza vendimia especial|1995|750,Sierra Cantabria Crianza Vendimia Especial,1995,750,,Insufficient data,insufficient,"Search found only the regular Sierra Cantabria Crianza/Reserva lines on Wine-Searcher (1995 Reserva rated 85/100, no price); the ""Vendimia Especial"" bottling for 1995 did not appear in results at all."
taittinger brut la francaise|NV|750,Taittinger Brut La Francaise,NV,750,65,Wine-Searcher average retail,ws_vintage,"Snippet: ""average price (ex-tax) for Taittinger Brut La Francaise is $65 per 750ml, according to Wine-Searcher data."""
tenuta caparzo brunello di montalcino|2006|750,Tenuta Caparzo Brunello di Montalcino,2006,750,65,Estimate — no price digit surfaced in search results,estimate,"Search returned CellarTracker score (89.1) and tasting notes but no price figure. Estimated from typical US retail range for Caparzo Brunello di Montalcino (a well-regarded, historic Montalcino producer) in a strong vintage; estimated ~$65."
tenuta dell ornellaia poggio alle gazze|2015|750,Tenuta Dell'Ornellaia Poggio alle Gazze,2015,750,58,"Wine-Searcher average retail, vintage-specific (2015)",ws_vintage,"Wine-Searcher URL explicitly vintage-tagged ""/2015""; average price $58/750ml (ex-tax)."
tenuta delle terre nere etna bianco calderara sottana cuvee delle vigne niche|2019|750,Tenuta Delle Terre Nere Etna Bianco Calderara Sottana Cuvée delle Vigne Niche,2019,750,46,Estimate — no price digit surfaced in search results,estimate,"No price found (only tasting notes from Vivino/WineBerserkers/producer site). Estimated by comparison to sibling Cuvée delle Vigne Niche bottlings from the same producer/vintage tier: Montalto 2019 ($43 WS) and Santo Spirito 2019 ($50 WS); Calderara Sottana is described as the most intense/structured of the crus, estimated ~$46."
tenuta delle terre nere etna bianco calderara sottana cuvee delle vigne niche|2020|750,Tenuta Delle Terre Nere Etna Bianco Calderara Sottana Cuvée delle Vigne Niche,2020,750,46,Estimate — no price digit surfaced in search results,estimate,"No price found (Vivino/Wine Enthusiast tasting notes only, no figure). Estimated same as the 2019 vintage of this cuvée (~$46) by comparison to sibling Vigne Niche bottlings (Montalto $43, Santo Spirito $50), assuming a similar-quality, non-exceptional vintage."
tenuta delle terre nere etna bianco montalto cuvee delle vigne niche|2019|750,Tenuta Delle Terre Nere Etna Bianco Montalto Cuvée delle Vigne Niche,2019,750,43,"Wine-Searcher average retail, vintage-specific (2019)",ws_vintage,"Snippet: ""The average price is $43 per 750ml (ex-tax)"" for the 2019 Montalto Etna Bianco (first vintage of this cru)."
tenuta delle terre nere etna bianco santo spirito cuvee delle vigne niche|2019|750,Tenuta Delle Terre Nere Etna Bianco Santo Spirito Cuvée delle Vigne Niche,2019,750,50,"Wine-Searcher average retail, all-vintage average",ws_allvintage,"Snippet: ""According to Wine-Searcher, the average price for this wine is around $50 per 750ml bottle"" — not explicitly tied to the 2019 vintage in the text."
tenuta delle terre nere etna bianco santo spirito cuvee delle vigne niche|2020|750,Tenuta Delle Terre Nere Etna Bianco Santo Spirito Cuvée delle Vigne Niche,2020,750,50,"Wine-Searcher average retail, appears to be all-vintage average",ws_allvintage,Snippet gave $50/750ml under a 2020-titled result but did not clearly tie the price to the 2020 vintage specifically vs. the general average.
tenuta delle terre nere etna rosso calderara sottana|2017|750,Tenuta Delle Terre Nere Etna Rosso Calderara Sottana,2017,750,72,"Wine-Searcher average retail, 2019 vintage used as adjacent proxy",ws_adjacent,No explicit price surfaced in the 2017-specific search (only that it's 'among the highest-priced Etna wine' with stable pricing). Used $72/750ml found for the 2019 vintage of the same wine (from a separate search in this batch) as an adjacent-vintage proxy.
tenuta delle terre nere etna rosso calderara sottana|2019|750,Tenuta Delle Terre Nere Etna Rosso Calderara Sottana,2019,750,72,"Wine-Searcher average retail, vintage-specific",ws_vintage,
tenuta delle terre nere etna rosso calderara sottana|2020|750,Tenuta Delle Terre Nere Etna Rosso Calderara Sottana,2020,750,72,"Wine-Searcher average retail, 2019 vintage used as adjacent proxy",ws_adjacent,No explicit price surfaced in the 2020-specific search (only critic score of 92.4 avg). Used $72/750ml found for the 2019 vintage of the same wine as an adjacent-vintage proxy.
tenuta delle terre nere etna rosso feudo di mezzo il quadro delle rose|2017|750,Tenuta Delle Terre Nere Etna Rosso Feudo di Mezzo Il Quadro delle Rose,2017,750,65,Estimate based on producer's comparable single-vineyard cru pricing,estimate,"No numeric price found in search (only James Suckling 95pt review). Estimated from sibling Terre Nere Premier Cru bottlings in this same batch (Guardiola ~$63, Moganazzi ~$53, Santo Spirito ~$60 all-vintage averages), placing this similarly-tiered cru around $65."
tenuta delle terre nere etna rosso feudo di mezzo il quadro delle rose|2019|750,Tenuta Delle Terre Nere Etna Rosso Feudo di Mezzo Il Quadro delle Rose,2019,750,65,Estimate based on producer's comparable single-vineyard cru pricing,estimate,No numeric price found in search (only CellarTracker community rating 90.9). Estimated from sibling Terre Nere Premier Cru pricing (~$53-$72 range) in this batch.
tenuta delle terre nere etna rosso feudo di mezzo il quadro delle rose|2020|750,Tenuta Delle Terre Nere Etna Rosso Feudo di Mezzo Il Quadro delle Rose,2020,750,65,Estimate based on producer's comparable single-vineyard cru pricing,estimate,No numeric price found in search (only CellarTracker rating 91.3). Estimated from sibling Terre Nere Premier Cru pricing (~$53-$72 range) in this batch.
tenuta delle terre nere etna rosso guardiola|2018|750,Tenuta Delle Terre Nere Etna Rosso Guardiola,2018,750,63,"Wine-Searcher average retail, appears to be all-vintage average",ws_allvintage,"Same $63/750ml figure appeared identically across 2018/2019/2020 vintage searches, indicating it's Wine-Searcher's general (all-vintage) average rather than 2018-specific. Snippet also mentioned an unrelated '$24' critics-score-context figure that appears to reference a different vintage/context and was not used."
tenuta delle terre nere etna rosso guardiola|2019|750,Tenuta Delle Terre Nere Etna Rosso Guardiola,2019,750,63,"Wine-Searcher average retail, appears to be all-vintage average",ws_allvintage,"Same $63/750ml figure appeared identically across 2018/2019/2020 vintage searches, indicating it's Wine-Searcher's general (all-vintage) average."
tenuta delle terre nere etna rosso guardiola|2020|750,Tenuta Delle Terre Nere Etna Rosso Guardiola,2020,750,63,"Wine-Searcher average retail, appears to be all-vintage average",ws_allvintage,"Same $63/750ml figure appeared identically across 2018/2019/2020 vintage searches, indicating it's Wine-Searcher's general (all-vintage) average."
tenuta delle terre nere etna rosso la vigna di don peppino prephylloxera|2017|750,Tenuta Delle Terre Nere Etna Rosso La Vigna Di Don Peppino Prephylloxera,2017,750,150,Estimate based on producer's top-tier bottling reputation,estimate,"No numeric price surfaced in search (only tasting notes and critical acclaim commentary, noting 2017 was not a great Etna vintage). This is Terre Nere's rare pre-1881 vine, ultra-limited bottling; estimated at a premium above the other single-vineyard crus in this batch (which run ~$53-$146), roughly in line with the producer's most prestigious cru, San Lorenzo."
tenuta delle terre nere etna rosso moganazzi vecchie vigne|2018|750,Tenuta Delle Terre Nere Etna Rosso Moganazzi Vecchie Vigne,2018,750,53,"Wine-Searcher average retail, 2019 vintage used as adjacent proxy",ws_adjacent,No explicit price surfaced in the 2018-specific search (only Vinous/Wine Enthusiast tasting notes). Used $53/750ml found for the 2019 vintage of the same wine as an adjacent-vintage proxy.
tenuta delle terre nere etna rosso moganazzi vecchie vigne|2019|750,Tenuta Delle Terre Nere Etna Rosso Moganazzi Vecchie Vigne,2019,750,53,"Wine-Searcher average retail, appears to be all-vintage average",ws_allvintage,"Price came from Wine-Searcher's general product find page (not a vintage-specific URL), so likely an all-vintage average."
tenuta delle terre nere etna rosso moganazzi vecchie vigne|2020|750,Tenuta Delle Terre Nere Etna Rosso Moganazzi Vecchie Vigne,2020,750,53,"Wine-Searcher average retail, appears to be all-vintage average",ws_allvintage,"Same $53/750ml figure came from Wine-Searcher's general (non-vintage-specific) product page, matching the 2019 search result."
tenuta delle terre nere etna rosso santo spirito vecchie vigne|2016|750,Tenuta Delle Terre Nere Etna Rosso Santo Spirito Vecchie Vigne,2016,750,56,"WineBid auction listing, vintage-specific",auction,2016 vintage 750ml listed at $56.00 on WineBid.
tenuta delle terre nere etna rosso santo spirito vecchie vigne|2018|750,Tenuta Delle Terre Nere Etna Rosso Santo Spirito Vecchie Vigne,2018,750,60,"Wine-Searcher average retail, appears to be all-vintage average",ws_allvintage,"Same $60/750ml figure (93/100 rating) appeared identically across 2018/2019/2020 searches, indicating an all-vintage average."
tenuta delle terre nere etna rosso santo spirito vecchie vigne|2019|750,Tenuta Delle Terre Nere Etna Rosso Santo Spirito Vecchie Vigne,2019,750,60,"Wine-Searcher average retail, appears to be all-vintage average",ws_allvintage,No 2019-specific figure found; used the same $60/750ml all-vintage average that recurred across the 2018 and 2020 searches for this wine.
tenuta delle terre nere etna rosso santo spirito vecchie vigne|2020|750,Tenuta Delle Terre Nere Etna Rosso Santo Spirito Vecchie Vigne,2020,750,60,"Wine-Searcher average retail, appears to be all-vintage average",ws_allvintage,"Same $60/750ml figure (93/100 rating) appeared identically across 2018/2019/2020 searches, indicating an all-vintage average."
tenuta delle terre nere san lorenzo vecchie vigne|2017|750,Tenuta Delle Terre Nere San Lorenzo Vecchie Vigne,2017,750,146,"Wine-Searcher average retail, vintage-specific",ws_vintage,"Snippet explicitly stated '""the average price (ex-tax) for the 2017 vintage is $146""'."
tenuta delle terre nere san lorenzo vecchie vigne|2018|750,Tenuta Delle Terre Nere San Lorenzo Vecchie Vigne,2018,750,79,"Wine-Searcher average retail, vintage-specific",ws_vintage,Snippet stated critics score 93/100 with an average price of $79 (ex-tax) tied to the 2018 vintage.
tenuta delle terre nere san lorenzo vecchie vigne|2019|750,Tenuta Delle Terre Nere San Lorenzo Vecchie Vigne,2019,750,74,"Wine-Searcher average retail, vintage-specific",ws_vintage,
tenuta delle terre nere san lorenzo vecchie vigne|2020|750,Tenuta Delle Terre Nere San Lorenzo Vecchie Vigne,2020,750,74,"Wine-Searcher average retail, adjacent-vintage (2019 price used, no 2020-specific figure in snippet)",ws_adjacent,Search returned no 2020-specific price; used the 2019 vintage average ($74/750ml) found for the same wine as a proxy.
tenuta san guido sassicaia|2014|375,Tenuta San Guido Sassicaia,2014,375,175,"Wine-Searcher average retail, vintage-specific (scaled from 750ml)",ws_vintage,"Base price $350/750ml (2014, vintage-specific). Scaled proportionally for 375ml half-bottle: 350 x 0.5 = 175."
tenuta villa rosa chianti classico gran selezione|2016|750,Tenuta Villa Rosa Chianti Classico Gran Selezione,2016,750,52,"Wine-Searcher average retail, vintage-specific",ws_vintage,
thibault liger belair nuits st georges la charmotte|2019|750,Thibault Liger-Belair Nuits St. Georges La Charmotte,2019,750,84,"Wine-Searcher average retail, vintage-specific",ws_vintage,
thibault liger belair vosne romanee aux reas|2016|750,Thibault Liger-Belair Vosne-Romanee Aux Reas,2016,750,,Insufficient data,insufficient,Search returned critics score (92/100) but no price figure in any snippet; not retried per one-search budget.
thomas labille chablis|2022|750,Thomas Labille Chablis,2022,750,24,"Wine-Searcher average retail, vintage-specific",ws_vintage,
trediberri barolo del comune di la morra|2018|750,Trediberri Barolo del Comune di La Morra,2018,750,64,"Wine-Searcher average retail, vintage-specific",ws_vintage,
trimbach riesling geisberg|2016|750,Trimbach Riesling Geisberg,2016,750,155,"Wine-Searcher average retail, vintage-specific",ws_vintage,
trimbach riesling mandelberg|2016|750,Trimbach Riesling Mandelberg,2016,750,118,"Wine-Searcher listing, found via 2016-specific search",ws_vintage,"Snippet gave the price without an explicit vintage tag, but it was returned by a 2016-targeted search alongside 2016 tasting notes."
trimbach riesling schlossberg|2016|750,Trimbach Riesling Schlossberg,2016,750,139,"Wine-Searcher average retail, appears to be all-vintage average",ws_allvintage,Snippet price ($139) had no vintage tag attached; treated as a general/all-vintage Wine-Searcher figure for Schlossberg.
trimbach riesling schlossberg|2017|750,Trimbach Riesling Schlossberg,2017,750,89,"Wine-Searcher average retail, vintage-specific",ws_vintage,
tua rita syrah|2008|750,Tua Rita Syrah,2008,750,,Insufficient data,insufficient,"Search returned tasting notes only, no price figure; not retried per one-search budget."
uccelliera brunello di montalcino|2016|750,Uccelliera Brunello di Montalcino,2016,750,,Insufficient data,insufficient,"Search returned critic scores (WA 96, CT 92) but no price figure; not retried per one-search budget."
union de saint gall brut grand cru blanc de blancs|NV|750,Union de Saint-Gall Brut Grand Cru Blanc de Blancs,NV,750,49,Wine-Searcher average retail,ws_vintage,NV wine; price matches the Grand Cru Blanc de Blancs product exactly.
venica and venica sauvignon blanc ronco delle mele|2021|750,Venica & Venica Sauvignon Blanc Ronco delle Mele,2021,750,,Insufficient data,insufficient,"Search returned tasting/production notes only, no price figure; not retried per one-search budget."
veuve clicquot ponsardin brut|NV|750,Veuve Clicquot Ponsardin Brut,NV,750,76,Wine-Searcher average retail (Yellow Label Brut NV),ws_vintage,"wine_raw is generic 'Brut' with no qualifier; matched to the standard NV Yellow Label Brut ($76/750ml), the closest exact match among the Wine-Searcher results (Vintage Brut and Carte Or were priced separately and higher)."
vietti barbera d alba scarrone vigna vecchia|2009|1500,Vietti Barbera d'Alba Scarrone Vigna Vecchia,2009,1500,209,"Wine-Searcher average retail, vintage-specific (scaled to magnum)",ws_vintage,"Base price $95/750ml (2009, vintage-specific). Scaled for magnum premium: 95 x 2.2 = 209."
vietti barbera d alba scarrone vigna vecchia|2009|750,Vietti Barbera d'Alba Scarrone Vigna Vecchia,2009,750,95,"Wine-Searcher average retail, vintage-specific",ws_vintage,
vietti barbera d alba scarrone|2021|750,Vietti Barbera D'Alba Scarrone,2021,750,,Insufficient data,insufficient,"Search returned tasting/production notes only, no price figure; not retried per one-search budget."
vietti barolo brunate|2013|750,Vietti Barolo Brunate,2013,750,207,"Wine-Searcher average retail, vintage-specific",ws_vintage,
vietti barolo brunate|2017|750,Vietti Barolo Brunate,2017,750,,Insufficient data,insufficient,Search returned tasting notes and Wine-Searcher listing pages but no extractable price figure in the snippet text.
vietti barolo brunate|2019|750,Vietti Barolo Brunate,2019,750,,Insufficient data,insufficient,Search returned CellarTracker ratings and retailer links but no readable price figure.
vietti barolo cerequio|2019|750,Vietti Barolo Cerequio,2019,750,,Insufficient data,insufficient,Search returned tasting notes and critic scores but no readable price figure.
vietti barolo lazzarito|2013|750,Vietti Barolo Lazzarito,2013,750,226,"Wine-Searcher average retail, vintage-specific",ws_vintage,
vietti barolo lazzarito|2017|750,Vietti Barolo Lazzarito,2017,750,,Insufficient data,insufficient,Search returned tasting notes and critic scores but no readable price figure.
vietti barolo lazzarito|2019|750,Vietti Barolo Lazzarito,2019,750,,Insufficient data,insufficient,Search returned tasting notes and CellarTracker ratings but no readable price figure.
vietti barolo monvigliero|2019|750,Vietti Barolo Monvigliero,2019,750,248,"Retailer listing price (wine.com), not a confirmed Wine-Searcher average",ws_single_retailer,Search summary stated wine is 'priced at $248' without clearly attributing to Wine-Searcher average vs a single retailer; treated conservatively as single-retailer price.
vietti barolo rocche di castiglione|2014|750,Vietti Barolo Rocche di Castiglione,2014,750,183,"Wine-Searcher average retail, vintage-specific",ws_vintage,
vietti barolo rocche di castiglione|2017|750,Vietti Barolo Rocche di Castiglione,2017,750,,Insufficient data,insufficient,Search returned tasting notes and Wine Advocate score but no readable price figure.
virna di borgogno barolo noi|2018|750,Virna di Borgogno Barolo Noi,2018,750,40,"Wine-Searcher average retail, vintage-specific",ws_vintage,
weingut schloss gobelsburg gruner veltliner lamm 1 otw kamptal|2015|750,Weingut Schloss Gobelsburg Gruner Veltliner Lamm 1 ÖTW Kamptal,2015,750,47,"Wine-Searcher average retail (ex-tax), vintage-specific",ws_vintage,"National average was $47; one snippet noted California-specific pricing as high as $85, but used the broader US average."
